# Species	Genes	Alg.-Conn.	GCF_000001405.39_GRCh38.p13_protein.faa	GCF_000002285.3_CanFam3.1_protein.faa	GCF_000181335.3_Felis_catus_9.0_protein.faa	GCF_000464555.1_PanTig1.0_protein.faa	GCF_003709585.1_Aci_jub_2_protein.faa
5	5	0.773	NP_110433.1	XP_853293.1	XP_003999304.1	XP_007096290.1	XP_014928798.1
5	5	0.763	NP_982279.1	XP_005622484.1	XP_003999306.1	XP_007096288.1	XP_014928795.1
5	5	0.832	NP_112195.2	XP_005622471.3	XP_023103429.1	XP_007096277.1	XP_026930186.1
5	5	0.787	NP_003029.2	XP_538511.4	NP_001265773.1	XP_015400224.1	XP_014929132.2
4	4	0.799	*	XP_005622470.1	XP_011289296.1	XP_007096276.1	XP_014918350.1
5	5	0.789	NP_001499.1	XP_853332.2	XP_003990771.1	XP_015400564.1	XP_014927557.2
5	5	0.782	NP_001186981.1	XP_022276667.1	XP_011289295.1	XP_007096274.1	XP_026930193.1
5	5	0.778	NP_076919.1	XP_854141.1	XP_003982929.1	XP_007077175.1	XP_014939183.1
5	5	0.774	NP_005810.1	XP_005622446.1	XP_003999333.1	XP_007096260.1	XP_014918363.1
5	5	0.764	NP_705873.3	XP_022283217.1	XP_019681180.1	XP_007077178.1	XP_026930960.1
5	5	0.774	NP_203129.1	XP_547420.2	XP_003999336.1	XP_007096253.1	XP_026930230.1
5	5	0.896	NP_079025.2	XP_022276595.1	XP_003999348.1	XP_007096238.1	XP_026930269.1
5	5	0.47	NP_001012414.1	XP_005642517.2	XP_019685128.1	XP_015400588.1	XP_026912053.1
3	3	0.561	*	XP_022281837.1	*	XP_007096805.1	XP_014928582.1
5	5	0.629	NP_000778.3	NP_001005263.1	XP_003996085.2	XP_015399858.1	XP_026907567.1
5	5	0.769	NP_067055.2	NP_001300761.1	XP_003997983.4	XP_007096856.2	XP_014927438.1
5	5	0.755	NP_115876.3	XP_545273.3	XP_003992008.1	XP_007077126.1	XP_014944023.2
5	5	0.862	NP_002941.1	XP_848830.1	XP_023105841.1	XP_015399870.1	XP_026905557.1
5	5	0.779	NP_612569.1	XP_013973019.1	XP_003984074.1	XP_007075438.1	XP_014926010.1
5	5	0.783	NP_055179.1	XP_533693.2	XP_023101249.1	XP_007096833.1	XP_026900622.1
5	5	0.748	NP_997275.1	NP_001019813.1	XP_003997966.1	XP_007096832.1	XP_014927507.1
5	5	0.654	NP_066998.1	NP_001007141.1	XP_003997970.1	XP_007096830.1	XP_026900654.1
5	5	0.543	NP_689694.1	XP_855492.1	XP_003997986.4	XP_007096828.2	XP_014927460.1
3	3	0.598	*	XP_005616787.1	*	XP_007096807.1	XP_014928584.1
5	5	0.771	NP_001272.2	XP_533685.5	XP_003997960.1	XP_007096876.1	XP_026900641.1
5	5	0.548	NP_775750.3	XP_533703.2	XP_003998043.1	XP_007096798.2	XP_014928609.1
5	5	0.712	NP_689821.3	XP_537233.2	XP_023103270.1	XP_015399939.1	XP_026902033.1
5	5	0.783	NP_006618.1	XP_005616960.2	XP_003998009.1	XP_007096780.1	XP_014928586.2
5	5	0.801	NP_005994.2	XP_533711.1	XP_003998010.1	XP_007096779.1	XP_014928585.2
5	5	0.797	NP_079021.4	XP_532571.1	XP_003998052.1	XP_007096778.1	XP_014917554.2
5	5	0.76	NP_055136.1	XP_539609.3	XP_003998054.1	XP_007096776.1	XP_014917552.1
5	5	0.6	NP_872299.2	XP_532569.4	XP_011288487.2	XP_007096773.2	XP_014917551.2
5	5	0.801	NP_002609.1	XP_005626180.1	XP_003984079.2	XP_007075432.1	XP_026928197.1
5	5	0.8	XP_011534867.1	XP_022277682.1	XP_019688532.1	XP_015399964.1	XP_026921453.1
5	5	0.774	NP_005871.1	XP_022267394.1	XP_023100850.1	XP_007096771.1	XP_026900203.1
3	3	0.773	NP_004653.2	XP_022278375.1	*	XP_015399834.1	*
5	5	0.829	NP_004343.1	XP_854506.1	XP_023101315.1	XP_007096977.1	XP_014939501.2
5	5	0.855	NP_891552.1	XP_005617635.1	XP_023100610.1	XP_007096975.1	XP_026900323.1
5	5	0.816	NP_057283.1	NP_001274010.1	XP_003981664.2	XP_015399812.1	XP_026905362.1
5	5	0.785	NP_001290555.1	XP_013967117.1	XP_011277853.1	XP_015399818.1	XP_026909029.1
5	5	0.671	NP_061172.1	XP_022270398.1	XP_011281888.1	XP_015399819.1	XP_026929110.1
5	5	0.769	NP_001011.1	XP_005616648.1	XP_003997859.1	XP_007096963.1	XP_014933011.1
4	4	0.799	*	XP_003639376.1	XP_003984059.1	XP_007075459.1	XP_026928229.1
5	5	0.763	NP_003398.3	XP_541624.3	XP_003997861.1	XP_007096962.1	XP_026900453.1
5	5	0.913	NP_001001414.1	XP_855369.1	XP_019675130.2	XP_007096953.1	XP_026900658.1
5	5	0.75	NP_001389.2	XP_533678.2	XP_003997926.1	XP_007096949.1	XP_026900356.1
5	5	0.773	NP_110417.2	XP_851471.1	XP_023101439.1	XP_007096769.1	XP_014917547.2
5	5	0.902	NP_002803.2	XP_533681.1	XP_011288167.1	XP_007096942.1	XP_026900777.1
2	2	1	*	XP_005626174.1	*	XP_007075451.1	*
5	5	0.846	NP_073592.1	XP_541331.3	XP_003995355.1	XP_015399842.1	XP_026897073.1
2	2	1	*	XP_013971148.2	*	XP_007096921.2	*
3	3	0.652	*	XP_022262351.1	*	XP_007096901.2	XP_026900423.1
5	5	0.743	NP_001855.1	XP_855440.1	XP_003997968.1	XP_007096879.1	XP_014927511.2
5	5	0.673	NP_714921.4	XP_022279342.1	XP_023098756.1	XP_015399852.1	XP_026907546.1
5	5	0.797	NP_149100.2	XP_022280023.1	XP_003984063.2	XP_007075446.1	XP_014929686.2
5	5	0.77	NP_006224.1	XP_853642.1	XP_003997961.1	XP_007096877.1	XP_014927500.1
5	5	0.453	NP_001352384.1	XP_022263899.1	XP_011279282.1	XP_015400168.1	XP_014940383.1
5	5	0.772	NP_079412.1	XP_855096.1	XP_003997726.1	XP_007096667.1	XP_014926204.2
5	5	0.904	NP_078995.2	XP_534194.3	XP_023109175.1	XP_015400101.1	XP_026921070.1
5	5	0.779	NP_003039.2	XP_022280255.1	XP_011279372.2	XP_015400104.1	XP_026925171.1
5	5	0.793	NP_689880.1	XP_850213.1	XP_003983906.2	XP_007096649.2	XP_014940409.1
5	5	0.778	NP_066545.3	XP_848652.1	XP_003983904.1	XP_007096647.1	XP_026925225.1
5	5	0.785	NP_002853.2	XP_003433179.1	XP_006930072.1	XP_007096646.1	XP_026925227.1
5	5	0.827	NP_065392.1	XP_850086.2	XP_006930067.2	XP_007096642.1	XP_026925239.1
5	5	0.913	NP_116265.1	XP_537368.2	XP_003987514.1	XP_015400139.1	XP_026921205.1
5	5	0.801	NP_065740.2	XP_005634784.1	XP_023107270.1	XP_007096617.1	XP_026925295.1
5	5	0.746	NP_848578.1	XP_005634785.1	XP_003983863.1	XP_007096616.1	XP_014918745.1
5	5	0.767	NP_938017.2	XP_531842.1	XP_003984086.1	XP_007075423.1	XP_026928176.1
5	5	0.743	NP_005006.4	XP_005623266.1	XP_019688355.2	XP_015400171.1	XP_026921192.1
2	2	1	*	XP_003433555.1	*	XP_015400182.1	*
4	4	0.814	NP_001253966.1	XP_013971138.1	*	XP_015400183.1	XP_026921220.1
5	5	0.779	NP_065397.3	XP_534336.1	XP_023107263.1	XP_007096604.1	XP_014918725.2
4	4	0.773	*	XP_022269844.1	XP_006936330.1	XP_007077142.1	XP_026917256.1
5	5	0.769	NP_996784.1	XP_013975173.1	XP_006941171.1	XP_007096589.1	XP_014926205.1
5	5	0.776	NP_001815.2	NP_001300705.1	XP_003997693.1	XP_007096588.1	XP_014926207.2
5	5	0.794	NP_000331.1	XP_545289.3	XP_003991965.1	XP_007077143.1	XP_014944045.1
5	5	0.62	NP_612362.2	XP_022263081.1	XP_023101969.1	XP_015400210.1	XP_026906176.1
5	5	0.414	NP_006554.1	XP_542040.3	XP_023101736.1	XP_015400215.1	XP_026906352.1
5	5	0.876	NP_005593.2	XP_545284.3	XP_003991969.1	XP_007077136.2	XP_026917260.1
5	5	0.783	NP_001006611.1	XP_003638979.1	XP_003998062.1	XP_007096762.1	XP_014939507.1
5	5	0.884	NP_001003938.1	XP_003639177.1	XP_006942586.1	XP_007096737.1	XP_026898814.1
5	5	0.783	NP_057394.3	XP_013970222.1	XP_003999024.1	XP_007096717.1	XP_014930336.1
5	5	0.778	NP_006421.2	XP_003639378.1	XP_003984083.1	XP_007075428.1	XP_026928180.1
5	5	0.803	NP_055050.1	XP_855388.3	XP_004001075.1	XP_007096705.1	XP_026908760.1
5	5	0.774	NP_001182345.1	XP_849124.2	XP_011284463.1	XP_015400015.1	XP_014926467.1
5	5	0.773	NP_001182344.1	XP_005635520.1	XP_011284494.1	XP_015400016.1	XP_014926468.1
5	5	0.767	NP_001182359.1	XP_857907.1	XP_011284530.1	XP_015400017.1	XP_014926470.1
2	2	1	*	XP_013966979.1	*	XP_007096702.1	*
5	5	0.631	NP_542193.3	XP_022266504.1	XP_023097049.1	XP_007096698.1	XP_026899676.1
5	5	0.856	NP_005249.1	XP_544622.2	XP_003987320.1	XP_015398920.1	XP_026922767.1
4	4	0.618	*	XP_013972889.1	XP_019683564.1	XP_015400054.1	XP_026927847.1
5	5	0.724	NP_003960.1	XP_541337.3	XP_023101548.1	XP_007096692.1	XP_026893389.1
5	5	0.876	NP_940863.3	XP_538457.3	XP_023107353.1	XP_015400058.1	XP_026925089.1
5	5	0.7	NP_683765.1	XP_013972973.1	XP_011279390.1	XP_015400060.1	XP_026928395.1
5	5	0.773	NP_060564.2	XP_005641416.1	XP_006943808.1	XP_007096682.1	XP_014931741.2
5	5	0.425	NP_542177.1	XP_022264107.1	XP_019683689.1	XP_007096677.1	XP_026925257.1
5	5	0.596	NP_570612.1	XP_848363.2	XP_003983890.1	XP_007096676.1	XP_014917164.1
5	5	0.79	NP_000811.1	XP_849623.2	XP_023109304.1	XP_015400084.1	XP_026921089.1
5	5	0.769	NP_060016.3	XP_538455.2	XP_023107334.1	XP_015400085.1	XP_014920660.2
5	5	0.8	NP_114154.1	XP_005621733.1	XP_003999062.1	XP_007098787.2	XP_026899317.1
5	5	0.719	NP_001003693.1	XP_005627210.1	XP_006931629.1	XP_007098844.1	XP_014937633.1
5	5	0.689	NP_001034740.1	XP_003431717.1	XP_019685942.1	XP_007098830.1	XP_014937666.1
5	5	0.78	NP_000425.1	XP_538838.2	XP_003985992.1	XP_007098822.1	XP_014937171.2
5	5	0.786	NP_079533.2	XP_538839.3	XP_003985993.1	XP_007098820.1	XP_014937170.2
5	5	0.588	NP_005152.1	XP_005631266.1	XP_006937385.1	XP_015397738.1	XP_026901031.1
5	5	0.785	NP_001701.2	XP_003431724.1	XP_003986000.1	XP_007098818.1	XP_014937169.2
4	4	0.816	*	XP_540605.4	XP_023095510.1	XP_015397743.1	XP_026900930.1
5	5	0.757	NP_001005218.1	XP_540584.3	XP_023094791.1	XP_015397746.1	XP_014943422.1
5	5	0.608	NP_006501.1	XP_005642504.1	XP_023110439.1	XP_015397768.1	XP_026907666.1
5	5	0.9	NP_001032671.2	XP_544953.2	XP_023108751.1	XP_015397785.1	XP_026915259.1
4	4	0.582	NP_067069.2	XP_005627212.1	*	XP_007098846.1	XP_014937672.1
2	2	1	*	XP_013963825.1	*	XP_015397792.1	*
5	5	0.818	NP_065688.1	XP_855230.2	XP_023098435.1	XP_007075791.1	XP_026905307.1
5	5	0.776	NP_898831.1	XP_013976516.1	XP_023112314.1	XP_015397804.1	XP_026929623.1
5	5	0.779	XP_016871209.1	XP_013976517.1	XP_023112313.1	XP_015397805.1	XP_026929624.1
5	5	0.781	XP_006717445.1	XP_005616975.1	XP_023112315.1	XP_015397807.1	XP_026929626.1
5	5	0.922	NP_005253.3	XP_537010.5	XP_003998994.1	XP_007098772.1	XP_026899393.1
5	5	0.847	NP_057416.1	NP_001108221.1	XP_003999081.2	XP_007098769.2	XP_014936446.1
5	5	0.775	XP_005248693.1	XP_005627653.1	XP_023109934.1	XP_007076969.1	XP_026913104.1
5	5	0.631	NP_872369.2	XP_022276386.1	XP_006942516.3	XP_007098748.1	XP_026898758.1
5	5	0.717	NP_001025041.1	XP_544937.3	XP_011280033.1	XP_015397828.1	XP_014935561.2
5	5	0.876	NP_071440.1	XP_003432000.1	XP_023114271.1	XP_015397661.1	XP_026915403.1
4	4	0.812	NP_001265521.1	XP_005618676.1	XP_023108958.1	XP_007098939.1	*
5	5	0.776	NP_002370.1	XP_022270572.1	XP_023115830.1	XP_015397645.1	XP_026914009.1
5	5	0.777	NP_783864.1	XP_536257.1	XP_003985483.3	XP_007098934.1	XP_014938774.2
5	5	0.735	NP_054836.2	XP_022275786.1	XP_023102548.1	XP_007076958.1	XP_026899077.1
5	5	0.799	NP_005906.2	XP_533338.3	XP_003990783.1	XP_007098918.1	XP_026911673.1
5	5	0.793	NP_001354804.1	XP_005637068.1	XP_023112660.1	XP_007098913.1	XP_014930415.2
5	5	0.716	NP_002290.2	XP_022261774.1	XP_003990782.2	XP_007098909.1	XP_026911674.1
5	5	0.825	NP_055422.1	XP_533337.3	XP_011283516.1	XP_007098908.1	XP_026911691.1
5	5	0.562	NP_079538.3	NP_001003166.1	XP_023110476.1	XP_007098883.1	XP_026912204.1
5	5	0.758	NP_078976.2	XP_013975060.1	XP_003989916.1	XP_015397660.1	XP_014925801.2
5	5	0.702	NP_004539.1	XP_537012.1	XP_003998996.2	XP_007098734.1	XP_014936444.1
5	5	0.649	NP_001011700.2	XP_848840.1	XP_003985958.1	XP_007098877.1	XP_014928814.1
2	2	1	*	XP_005617705.1	*	XP_015397680.1	*
5	5	0.717	NP_569730.1	NP_001014398.1	XP_003985962.1	XP_007098872.1	XP_014937647.1
5	5	0.778	NP_000585.2	NP_001003244.4	NP_001009835.1	XP_007098870.2	XP_014937632.1
5	5	0.796	NP_001614.3	XP_532072.2	XP_003985967.1	XP_007098866.1	XP_026913932.1
5	5	0.787	NP_061974.2	XP_532074.1	XP_003985972.1	XP_007098861.1	XP_014937636.1
5	5	0.695	NP_067007.3	XP_003639451.2	XP_006931622.1	XP_007098857.1	XP_014937635.1
5	5	0.648	NP_067044.2	XP_849052.3	XP_003986026.2	XP_007098850.1	XP_014937643.1
5	5	0.77	NP_079537.1	XP_849111.1	XP_003985981.1	XP_007098847.1	XP_026913916.1
5	5	0.739	NP_001351937.1	XP_005626745.1	XP_006939248.2	XP_007098569.2	XP_014936813.1
5	5	0.807	NP_115942.1	XP_005641583.1	XP_019679581.1	XP_015397931.1	XP_026909566.1
5	5	0.704	NP_005445.1	XP_853753.1	XP_023098103.1	XP_007098602.1	XP_014929769.1
5	5	0.704	NP_112222.1	XP_854415.1	XP_003986413.1	XP_007076984.1	XP_026913073.1
5	5	0.802	NP_001113.2	XP_003639428.1	XP_023098114.1	XP_007098587.1	XP_026902841.1
5	5	0.794	XP_016869748.1	XP_005626720.1	XP_023098113.1	XP_007098586.1	XP_026902840.1
5	5	0.767	NP_001010887.2	XP_003639431.1	XP_003995547.1	XP_007098582.1	XP_014923196.2
5	5	0.565	NP_002167.1	NP_001129259.1	NP_001009297.1	XP_007098578.1	XP_014923397.2
5	5	0.776	NP_061335.1	XP_005626732.1	XP_003995563.1	XP_007098577.1	XP_014923182.1
5	5	0.63	NP_795372.1	XP_022281187.1	NP_001265758.1	XP_007098575.1	XP_014940047.1
5	5	0.829	NP_071443.2	XP_538686.2	XP_003995573.2	XP_007098573.1	XP_014940044.2
5	5	0.763	NP_005090.3	XP_545768.3	XP_003999614.3	XP_015397917.1	XP_026904439.1
5	5	0.691	NP_075052.1	XP_003431607.1	XP_023098137.1	XP_007098566.1	XP_014936818.2
5	5	0.788	NP_036449.1	XP_003640282.1	XP_004001018.3	XP_007098560.1	XP_026910533.1
5	5	0.236	NP_001138496.1	XP_005619819.2	XP_019666848.1	XP_015397988.1	XP_026892322.1
5	5	0.279	NP_001013421.1	XP_005641941.1	XP_004001015.1	XP_007098558.1	XP_026910615.1
4	4	0.769	*	XP_022281457.1	XP_019685994.1	XP_015397993.1	XP_014929027.1
5	5	0.772	NP_004883.3	XP_533025.1	XP_003990568.1	XP_007075752.1	XP_014931679.1
5	5	0.767	NP_002034.3	XP_539039.2	XP_003986419.2	XP_007076989.1	XP_014925024.1
5	5	0.647	NP_997228.1	XP_022266732.1	XP_019691377.1	XP_015398019.1	XP_026908561.1
5	5	0.785	NP_006477.3	XP_005625811.1	XP_023113387.1	XP_015398029.1	XP_026926262.1
5	5	0.877	NP_056468.3	XP_531699.4	XP_023113381.1	XP_015398030.1	XP_026926281.1
5	5	0.785	NP_071933.2	XP_535740.3	XP_003991679.1	XP_007098670.1	XP_014924679.2
5	5	0.843	NP_002943.2	XP_022275969.1	XP_023102930.1	XP_007098733.1	XP_026899399.1
5	5	0.8	NP_061133.1	XP_013963502.2	XP_023096995.1	XP_015397848.1	XP_026907928.1
5	5	0.731	NP_005450.3	XP_545090.4	XP_003991663.2	XP_007098708.2	XP_014924666.2
5	5	0.735	NP_001096032.1	XP_013968275.1	XP_023095210.1	XP_015397862.1	XP_026930280.1
5	5	0.709	NP_612494.1	XP_003434146.1	XP_006936107.1	XP_007098676.1	XP_014924691.1
5	5	0.772	NP_001839.2	XP_003434049.2	XP_011284013.1	XP_007075772.1	XP_026897180.1
5	5	0.657	NP_001001918.1	XP_013974367.2	XP_019686981.1	XP_015397869.1	XP_014927598.1
5	5	0.73	NP_054889.2	XP_849440.1	XP_003991705.2	XP_007098675.1	XP_014924690.1
5	5	0.78	NP_001001964.1	NP_001243381.1	XP_011279472.2	XP_015397878.1	XP_014927805.2
5	5	0.722	NP_056227.2	XP_849456.1	XP_003991682.1	XP_007098674.1	XP_026916661.1
5	5	0.77	NP_005330.1	XP_003434442.1	XP_003985474.1	XP_007098942.1	XP_026911416.1
5	5	0.789	NP_078784.2	XP_005639530.1	XP_006936091.2	XP_007098652.1	XP_014924669.2
5	5	0.565	NP_057472.2	XP_535733.1	XP_006936085.1	XP_007098651.1	XP_014924646.1
5	5	0.631	NP_115968.1	XP_022269719.1	XP_023115929.1	XP_007098650.1	XP_014924645.1
5	5	0.776	NP_060480.1	XP_535730.3	XP_003991657.1	XP_007098646.1	XP_026933471.1
5	5	0.86	NP_079104.3	XP_531962.3	XP_003995576.1	XP_007098628.1	XP_026895050.1
5	5	0.8	NP_001230132.1	XP_005626668.1	XP_006939215.1	XP_007098625.1	XP_026902860.1
5	5	0.78	NP_036548.1	XP_003431683.1	XP_003995527.1	XP_007098624.1	XP_014938958.2
5	5	0.764	NP_690856.1	XP_864420.2	XP_003995529.1	XP_007098618.1	XP_014938957.1
5	5	0.779	NP_996888.1	XP_005640935.1	XP_019677866.1	XP_015397915.1	XP_026904467.1
5	5	0.898	NP_114110.1	XP_540860.2	XP_003993642.1	XP_015397433.1	XP_026901108.1
5	5	0.679	NP_000337.1	NP_001002978.1	XP_023099583.1	XP_007099260.2	XP_026903876.1
5	5	0.888	NP_612444.2	XP_531728.3	XP_023113273.1	XP_007099250.1	XP_014933339.2
5	5	0.735	NP_004529.2	XP_549123.3	XP_004000743.2	XP_015397357.1	XP_026909359.1
5	5	0.795	NP_085151.1	XP_022261578.1	XP_003985041.2	XP_015397373.1	XP_026922174.1
5	5	0.616	NP_001183.2	XP_005621587.1	XP_006942382.1	XP_007076925.1	XP_014922736.2
5	5	0.787	NP_003592.3	XP_532676.1	XP_003985028.1	XP_015397390.1	XP_014937375.2
5	5	0.77	NP_077721.2	XP_532292.1	XP_004000077.1	XP_007075870.1	XP_014933495.1
5	5	0.706	NP_115948.4	XP_005625044.1	XP_003996728.2	XP_007099209.1	XP_014943926.2
5	5	0.854	NP_036555.1	NP_001300695.1	XP_011287982.1	XP_007099205.1	XP_026893909.1
5	5	0.817	NP_064448.1	XP_548404.3	XP_023098682.1	XP_007099202.1	XP_026891276.1
5	5	0.848	NP_598378.3	XP_544626.2	XP_023111251.1	XP_007099261.2	XP_026922768.1
5	5	0.732	NP_001001.2	NP_001239099.1	XP_003995546.2	XP_007099175.1	XP_026902948.1
5	5	0.633	NP_001028260.2	XP_003434423.1	XP_003986851.1	XP_007099174.1	XP_014917450.2
5	5	0.546	NP_037397.2	XP_533237.2	XP_003993678.2	XP_015397436.1	XP_026901257.1
5	5	0.828	NP_001351770.1	XP_849158.1	XP_003984809.1	XP_007099162.1	XP_026921273.1
5	5	0.906	NP_005929.2	XP_003640266.1	XP_004000650.1	XP_007099158.1	XP_014936030.2
5	5	0.772	NP_056239.3	XP_851649.3	XP_023095207.1	XP_007099156.2	XP_026895616.1
5	5	0.548	NP_001353039.1	XP_022282985.1	XP_004001342.2	XP_007099151.2	XP_026931566.1
5	5	0.687	NP_699207.1	XP_022271984.1	XP_023109107.1	XP_007075859.1	XP_014936407.2
5	5	0.698	NP_689952.1	XP_539489.2	XP_003982931.1	XP_007099148.1	XP_014941437.2
5	5	0.778	NP_003000.1	NP_001108484.1	XP_004001369.3	XP_007099142.2	XP_026893739.1
5	5	0.921	NP_899232.2	XP_003639015.1	XP_023110731.1	XP_007099284.1	XP_026923766.1
5	5	0.794	NP_659400.3	XP_539156.3	XP_011289754.1	XP_007076906.1	XP_026919749.1
5	5	0.28	NP_073562.1	XP_005633871.1	XP_004001570.3	XP_007099313.2	XP_026928783.1
5	5	0.87	NP_060134.2	XP_848327.1	XP_023108980.1	XP_007099311.1	XP_026921027.1
5	5	0.752	NP_001001711.1	XP_854523.2	XP_019666777.2	XP_007099305.2	XP_014929404.2
5	5	0.76	NP_001888.2	XP_005638698.1	XP_003986971.2	XP_007099304.1	XP_026923619.1
5	5	0.76	NP_001130.1	XP_546604.2	XP_003996238.1	XP_015397296.1	XP_026903268.1
5	5	0.835	NP_002026.1	XP_852048.2	XP_023097843.1	XP_007099303.1	XP_026924930.1
5	5	0.762	NP_115991.1	XP_003639446.2	XP_004001555.4	XP_007099294.2	XP_026913052.1
5	5	0.601	NP_061963.2	XP_013968217.1	XP_006937841.2	XP_007099291.1	XP_026902745.1
5	5	0.857	NP_006816.2	XP_538416.2	XP_023113167.1	XP_007099289.1	XP_026926743.1
5	5	0.857	NP_060810.2	XP_536969.2	XP_011288879.1	XP_007076934.1	XP_014922735.2
5	5	0.871	NP_001001683.1	XP_849319.2	XP_003996203.1	XP_015397312.1	XP_026903561.1
5	5	0.794	NP_110407.2	XP_532298.3	XP_004000083.1	XP_007075878.1	XP_014933499.1
5	5	0.787	NP_009149.2	XP_851772.1	XP_023104355.1	XP_007076907.1	XP_014940226.2
5	5	0.831	NP_112492.2	XP_022264753.1	XP_023106800.1	XP_007099279.1	XP_014921946.2
5	5	0.903	NP_001203.1	XP_546568.2	XP_023100406.1	XP_015397322.1	XP_026903033.1
4	4	0.746	*	XP_005616361.2	XP_004001463.2	XP_007099273.2	XP_014936801.1
5	5	0.778	NP_000156.1	NP_001002951.2	XP_003986563.3	XP_007099270.2	XP_014923750.1
5	5	0.884	NP_002759.2	XP_546776.2	XP_006941894.1	XP_007099267.2	XP_014926080.1
5	5	0.831	NP_004996.1	XP_005627982.1	XP_004000162.1	XP_007076908.1	XP_014940230.1
2	2	1	*	XP_542381.1	*	XP_015397578.1	*
5	5	0.85	NP_000445.1	NP_001003035.1	XP_006935984.1	XP_015397544.1	XP_026897539.1
5	5	0.624	NP_005655.1	XP_005642528.1	XP_023111929.1	XP_007099021.1	XP_014919591.2
5	5	0.756	NP_001243758.1	NP_001291210.1	XP_011288834.1	XP_015397553.1	XP_026907472.1
5	5	0.756	NP_002478.1	XP_005618297.1	XP_011281123.3	XP_007099015.1	XP_014919582.1
4	4	0.812	*	XP_022276378.1	XP_019676244.1	XP_015397559.1	XP_026907412.1
5	5	0.845	NP_003915.2	XP_852840.1	XP_023108007.1	XP_007098987.1	XP_026911890.1
5	5	0.712	NP_996560.1	XP_022275550.1	XP_019676243.1	XP_015397570.1	XP_026907366.1
2	2	1	*	XP_542409.3	*	XP_015397571.1	*
5	5	0.82	NP_004172.2	XP_022272071.1	XP_011280215.1	XP_007098986.1	XP_026911715.1
3	3	0.89	*	XP_022263472.1	XP_023095487.1	XP_015397576.1	*
3	3	0.791	NP_065800.1	XP_856133.1	*	XP_007099034.1	*
3	3	0.906	*	XP_542380.3	*	XP_015397579.1	XP_014917709.2
5	5	0.778	NP_060760.2	XP_536263.2	XP_019685210.1	XP_007098984.1	XP_026909857.1
5	5	0.786	NP_001138462.1	XP_545955.3	XP_003985494.3	XP_007098981.1	XP_014932446.2
5	5	0.793	NP_819056.1	XP_545943.3	XP_023109080.1	XP_007075827.1	XP_026891510.1
5	5	0.801	NP_001073945.1	XP_003431852.1	XP_003985462.3	XP_007098978.1	XP_014940262.2
3	3	0.811	*	XP_864835.1	*	XP_015397602.1	XP_014935087.2
5	5	0.773	NP_997527.2	XP_005636615.1	XP_023097311.1	XP_015397604.1	XP_026899911.1
5	5	0.86	NP_062547.1	XP_543528.4	XP_011286069.1	XP_015397605.1	XP_026899906.1
5	5	0.837	NP_057517.1	XP_003639965.1	XP_006938746.2	XP_015397607.1	XP_014933060.2
5	5	0.775	NP_060051.2	XP_545950.4	XP_023108953.1	XP_007098946.1	XP_014938765.1
5	5	0.785	NP_001107579.1	XP_848740.1	XP_003984642.1	XP_007099060.1	XP_014935862.1
5	5	0.822	NP_004786.2	XP_003433357.1	XP_019680801.2	XP_007099125.2	XP_026920463.1
5	5	0.761	NP_001034859.2	XP_013962077.1	XP_023116560.1	XP_007099113.1	XP_014942764.2
5	5	0.857	NP_060836.1	XP_005618501.1	XP_011280305.2	XP_007075858.1	XP_014936393.2
5	5	0.741	NP_003348.1	XP_005631683.1	XP_011285265.2	XP_015397461.1	XP_014941377.2
5	5	0.826	NP_005949.1	XP_022259888.1	XP_023108142.1	XP_007099084.1	XP_026933286.1
5	5	0.793	NP_060829.2	XP_005630034.1	XP_006930632.2	XP_007099064.1	XP_014935859.1
5	5	0.791	NP_001244891.1	XP_540022.2	XP_003984643.1	XP_007099061.1	XP_014935863.1
5	5	0.776	NP_112595.2	XP_535640.4	XP_019684836.1	XP_015397473.1	XP_014922856.1
4	4	0.712	*	XP_022260798.1	XP_023094794.1	XP_015397475.1	XP_026901353.1
5	5	0.766	NP_061129.1	XP_853874.1	XP_003985652.1	XP_007075850.1	XP_026890110.1
5	5	0.781	NP_000124.1	NP_001003323.1	NP_001009377.1	XP_007098550.1	XP_014921985.1
5	5	0.785	NP_055291.2	XP_003432185.1	XP_003984641.1	XP_007099059.1	XP_014935861.1
5	5	0.767	NP_001305733.1	XP_022261335.1	XP_023095851.1	XP_015397483.1	XP_026901364.1
5	5	0.588	NP_056474.2	XP_536972.4	XP_023102348.1	XP_007076937.2	XP_026899031.1
3	3	0.85	*	XP_022259878.1	XP_019683843.1	XP_007099047.1	*
5	5	0.705	NP_981967.1	XP_003432391.1	XP_003993650.1	XP_015397504.1	XP_026900970.1
5	5	0.793	NP_001284685.1	XP_013965519.1	XP_011280051.1	XP_015397505.1	XP_014940807.1
5	5	0.73	NP_057151.1	XP_535635.1	XP_011280050.1	XP_015397506.1	XP_014940808.1
3	3	0.88	NP_001273015.1	XP_013976811.1	*	XP_015397516.1	*
4	4	0.784	*	XP_005631476.2	XP_023095866.1	XP_015397527.1	XP_026901520.1
2	2	1	*	XP_022271715.1	*	XP_015398660.1	*
5	5	0.755	NP_803173.1	XP_535342.1	XP_003989805.1	XP_007097993.1	XP_014930547.1
5	5	0.774	NP_054829.2	XP_544466.2	XP_003989806.1	XP_007097991.1	XP_026915726.1
5	5	0.773	NP_055095.2	XP_535340.3	XP_006934537.1	XP_007097986.1	XP_014930541.1
