# Species	Genes	Alg.-Conn.	GCF_000001405.39_GRCh38.p13_protein.faa	GCF_000002285.3_CanFam3.1_protein.faa	GCF_000181335.3_Felis_catus_9.0_protein.faa	GCF_000464555.1_PanTig1.0_protein.faa	GCF_003709585.1_Aci_jub_2_protein.faa
5	5	0.773	NP_005633.2	XP_544308.1	XP_003980906.1	XP_007077972.1	XP_014919169.1
5	5	0.711	NP_473454.1	XP_852821.2	XP_023096975.1	XP_007088689.1	XP_026894017.1
5	5	0.89	NP_005361.2	NP_001003152.1	XP_003982068.1	XP_007088688.1	XP_014939590.1
5	5	0.7070000000000001	NP_002248.1	NP_001003262.1	XP_019674187.1	XP_007074256.1	XP_026892986.1
5	5	0.6920000000000001	NP_775753.2	XP_003639826.1	XP_023102360.1	XP_007088669.1	XP_026906148.1
5	5	0.7090000000000001	NP_004882.1	NP_001273997.1	XP_003984421.1	XP_007088923.1	XP_014919673.1
5	5	0.7659999999999999	NP_001007190.1	XP_005617332.1	XP_003980876.1	XP_007077947.1	XP_014919510.1
5	5	0.8029999999999999	NP_071411.1	XP_532917.1	XP_003984420.1	XP_007088924.1	XP_014919667.2
5	5	0.792	NP_055946.1	XP_532920.3	XP_023107754.1	XP_007088917.1	XP_014919682.1
5	5	0.773	NP_055415.1	XP_853995.2	XP_003984399.1	XP_007088903.1	XP_014919691.1
5	5	0.7829999999999999	NP_543007.1	XP_022271985.1	XP_019679309.1	XP_015393998.1	XP_026909742.1
5	5	0.5820000000000001	NP_001180552.1	XP_013971994.1	XP_023101321.1	XP_007074278.1	XP_014925552.2
5	5	0.777	NP_001005284.1	XP_005631777.1	XP_011285176.1	XP_007088896.1	XP_014939829.1
5	5	0.795	NP_006479.1	NP_001182084.1	XP_003984453.1	XP_007088976.1	XP_026889205.1
5	5	0.789	NP_000173.2	XP_003639634.1	XP_003984470.2	XP_007088989.1	XP_026889168.1
5	5	0.7809999999999999	NP_277040.1	NP_001157958.1	XP_011279573.2	XP_007088987.2	XP_014919607.2
5	5	0.809	NP_001025052.1	XP_003432200.1	XP_003984464.2	XP_007088986.1	XP_014919611.2
5	5	0.8440000000000001	NP_001800.1	XP_532899.2	XP_003984461.1	XP_007088984.2	XP_026889184.1
5	5	0.765	NP_001128165.1	XP_003432220.1	XP_003984458.1	XP_007088980.1	XP_026889198.1
5	5	0.767	NP_001164266.1	XP_532906.2	XP_003984447.2	XP_007088972.1	XP_014919638.1
5	5	0.7190000000000001	NP_003344.1	XP_853760.1	XP_023107778.1	XP_007088959.1	XP_026889231.1
5	5	0.8079999999999999	NP_653232.3	XP_540127.2	XP_003984441.2	XP_007088952.1	XP_014919645.2
5	5	0.765	NP_073734.1	XP_005630325.1	XP_003984429.1	XP_007088944.1	XP_026889243.1
5	5	0.772	NP_001004124.1	XP_540682.3	XP_003993360.1	XP_007088852.1	XP_014939870.1
5	5	0.7709999999999999	NP_003723.1	NP_001189453.1	XP_003980884.1	XP_007077952.1	XP_014919433.1
5	5	0.799	NP_001004730.1	XP_005631778.2	XP_003993400.1	XP_007088848.1	XP_014939917.1
5	5	0.779	NP_001002925.1	XP_003432413.1	XP_003993399.2	XP_007088847.1	XP_014939924.1
5	5	0.7809999999999999	NP_001004744.1	XP_003432481.1	XP_003993327.1	XP_007088843.1	XP_014939883.1
5	5	0.7609999999999999	NP_001155220.1	XP_013970664.1	XP_019674226.2	XP_007074277.1	XP_026893030.1
5	5	0.774	NP_001005282.1	XP_852998.2	XP_003993328.1	XP_007088889.1	XP_014939894.1
5	5	0.7709999999999999	NP_001004743.1	XP_540643.3	XP_003993396.2	XP_007088888.1	XP_014939834.2
5	5	0.767	NP_001004058.2	XP_022260821.1	XP_023095609.1	XP_007088884.1	XP_014939838.1
5	5	0.7879999999999999	NP_001003750.1	XP_013976394.1	XP_003993322.1	XP_007088872.1	XP_014939847.1
5	5	0.778	NP_001001921.1	XP_003432429.1	XP_003993382.1	XP_007088869.1	XP_014939850.1
5	5	0.629	NP_005592.1	XP_003638854.1	XP_003997534.1	XP_007074276.1	XP_014925517.1
5	5	0.727	NP_003688.1	XP_540661.3	XP_023095505.1	XP_007088868.1	XP_014939851.2
5	5	0.804	NP_004758.3	XP_849000.4	XP_003999421.2	XP_007086622.1	XP_026930486.1
5	5	0.7929999999999999	NP_060555.2	XP_005622251.2	XP_003999418.1	XP_007086620.1	XP_026930479.1
5	5	0.775	NP_001180201.1	XP_005640842.2	XP_003999457.1	XP_007086600.1	XP_014925423.1
5	5	0.792	NP_064543.3	XP_852838.1	XP_003997820.1	XP_007086646.1	XP_014941493.1
5	5	0.888	NP_857595.3	XP_536102.3	XP_023102980.1	XP_007086639.1	XP_026930671.1
5	5	0.8	NP_002470.2	XP_547345.2	XP_003999430.2	XP_007086540.1	XP_026930552.1
5	5	0.785	NP_057327.2	XP_005622214.1	XP_003999428.1	XP_007086535.1	XP_014924963.1
5	5	0.778	NP_005272.1	XP_544470.1	XP_023114131.1	XP_007078193.1	XP_026915749.1
5	5	0.767	NP_940849.1	XP_005640983.2	XP_003999443.1	XP_007086587.1	XP_014925418.1
5	5	0.6509999999999999	NP_976310.1	XP_013966735.1	XP_003999529.1	XP_007086598.1	XP_014925391.2
5	5	0.767	NP_003085.1	XP_003640259.1	XP_003999440.1	XP_007086582.1	XP_014925413.1
5	5	0.768	NP_001167579.1	XP_022271136.1	XP_019677588.1	XP_007086581.1	XP_026930578.1
5	5	0.797	NP_006754.1	XP_005640816.1	XP_003999522.2	XP_007086549.1	XP_026930562.1
5	5	0.868	NP_443087.1	XP_548205.3	XP_023099319.1	XP_007086745.1	XP_026889914.1
5	5	0.767	NP_001078899.2	XP_005624760.1	XP_003996702.1	XP_007086765.1	XP_014943870.1
5	5	0.831	NP_060816.1	XP_013971960.1	XP_003996740.2	XP_007086743.1	XP_026889865.1
5	5	0.792	NP_060979.2	XP_548200.3	XP_003996742.1	XP_007086739.1	XP_014938848.1
5	5	0.768	NP_003159.1	XP_853156.4	XP_011287411.1	XP_007086781.1	XP_014943890.1
5	5	0.779	NP_036506.1	XP_852409.2	XP_003996689.1	XP_007086773.1	XP_014943928.1
5	5	0.825	NP_008855.1	XP_013972162.1	XP_019673191.1	XP_007086771.1	XP_014943886.2
5	5	0.755	NP_001269473.1	XP_005624769.2	XP_003996715.1	XP_007086770.1	XP_014943927.1
5	5	0.79	NP_067639.1	XP_022279623.1	XP_011287414.1	XP_007086768.1	XP_014943872.2
5	5	0.792	NP_006288.2	NP_001273911.1	XP_003997757.1	XP_007086670.1	XP_014926255.2
5	5	0.799	NP_009138.1	XP_545790.2	XP_003999565.2	XP_007078181.1	XP_014917135.2
5	5	0.752	NP_940879.1	XP_022259202.1	XP_003997814.1	XP_007086651.1	XP_026893425.1
5	5	0.858	NP_055215.2	XP_541585.2	XP_006941253.2	XP_007086718.1	XP_014926265.1
5	5	0.7909999999999999	NP_063937.2	XP_013972105.1	XP_003997806.1	XP_007086710.1	XP_026893436.1
5	5	0.8909999999999999	NP_006485.2	XP_003432625.1	XP_011288207.1	XP_007086709.1	XP_026893427.1
5	5	0.523	NP_001123986.1	XP_003432710.1	XP_003997903.1	XP_007086703.1	XP_014941485.2
5	5	0.792	NP_001861.2	XP_542828.2	XP_003992077.1	XP_007086386.1	XP_014928021.1
5	5	0.792	NP_004608.1	XP_854442.1	XP_003992068.1	XP_007086377.1	XP_014928006.1
5	5	0.777	NP_003462.2	XP_003433219.1	XP_011284375.1	XP_007086336.1	XP_014921510.1
5	5	0.777	NP_057178.2	XP_542834.2	XP_003992065.1	XP_007086375.1	XP_014928005.1
5	5	0.77	NP_057359.2	NP_001157959.1	XP_003992052.2	XP_007086370.2	XP_014927996.1
5	5	0.715	NP_997248.2	XP_852689.2	XP_023116228.1	XP_007086357.1	XP_014927969.1
5	5	0.7859999999999999	NP_003038.2	NP_001273957.1	XP_003989748.1	XP_007078198.1	XP_014930557.2
5	5	0.7759999999999999	NP_751891.1	XP_013962045.1	XP_019666088.1	XP_007086337.1	XP_014921511.1
5	5	0.9009999999999999	NP_004258.2	XP_022264423.1	XP_023116259.1	XP_007086449.1	XP_026917471.1
5	5	0.373	NP_036266.2	XP_005622269.1	XP_006942920.1	XP_007086517.1	XP_014926967.1
5	5	0.7509999999999999	NP_055594.1	XP_534305.2	XP_019666131.2	XP_007086440.1	XP_026917407.1
5	5	0.778	NP_057454.1	XP_538124.1	XP_004000796.1	XP_007086485.1	XP_026909177.1
5	5	0.775	NP_955772.1	XP_013966805.1	XP_011277713.1	XP_007086484.1	XP_014932447.1
5	5	0.825	NP_001670.1	XP_005634705.1	XP_023116277.1	XP_007086410.2	XP_026917500.1
5	5	0.693	NP_000790.2	NP_001006647.1	NP_001009269.1	XP_007073977.1	XP_014941215.2
5	5	0.8079999999999999	NP_037495.1	XP_534296.1	XP_023116264.1	XP_007086397.1	XP_026917476.1
5	5	0.7759999999999999	NP_001015072.2	XP_005621081.1	XP_011288676.1	XP_007073976.1	XP_026897864.1
5	5	0.792	NP_775924.1	XP_854179.2	XP_003992088.1	XP_007086395.1	XP_014939759.1
5	5	0.833	NP_640338.2	XP_850909.1	XP_003991992.1	XP_007086424.2	XP_026917297.1
5	5	0.722	NP_001033794.1	XP_534312.2	XP_019666103.1	XP_007086433.1	XP_014927629.2
5	5	0.799	NP_002843.2	XP_003433222.1	XP_023116208.1	XP_007086423.1	XP_026917346.1
5	5	0.7759999999999999	NP_004222.2	XP_005628469.1	XP_003983074.1	XP_007078125.1	XP_014926562.1
5	5	0.461	NP_004291.1	XP_013975698.1	XP_006930573.1	XP_007087319.1	XP_014923013.1
5	5	0.752	NP_079470.1	XP_855312.2	XP_006941404.3	XP_007087313.1	XP_014933004.2
5	5	0.75	NP_689692.2	XP_003638878.1	XP_003997851.1	XP_007087306.1	XP_026900341.1
5	5	0.602	NP_001182079.1	XP_013974636.1	XP_006929425.1	XP_007078124.1	XP_014926560.2
5	5	0.794	NP_057152.2	XP_536854.1	XP_003998579.1	XP_007074068.2	XP_026897841.1
5	5	0.777	NP_006494.1	XP_005616634.1	XP_011288187.1	XP_007087277.1	XP_026900392.1
5	5	0.797	NP_060091.1	XP_850090.2	XP_006942112.2	XP_007074064.1	XP_026897809.1
5	5	0.428	NP_001017978.1	XP_549736.3	XP_006944010.1	XP_007087271.1	XP_014918346.1
5	5	0.7809999999999999	NP_062552.2	XP_546957.2	XP_003998528.1	XP_007074084.1	XP_026897906.1
5	5	0.775	NP_001699.1	XP_539386.2	XP_003983068.1	XP_007078123.1	XP_014926566.2
5	5	0.7859999999999999	NP_001002911.1	XP_547108.3	XP_003998843.1	XP_007087354.1	XP_014922600.1
5	5	0.8009999999999999	NP_063941.3	NP_001128596.1	XP_023106851.1	XP_007087124.1	XP_014922429.2
5	5	0.7659999999999999	NP_003499.1	XP_546927.2	XP_003998602.3	XP_007074053.1	XP_026897761.1
5	5	0.726	NP_115693.2	XP_005621024.1	XP_023102799.1	XP_007074048.1	XP_026897747.1
5	5	0.792	NP_057562.3	XP_532428.3	XP_003983092.1	XP_007078142.1	XP_014926548.1
5	5	0.759	NP_848551.1	XP_854683.1	XP_003983396.1	XP_007087103.1	XP_014941981.2
5	5	0.778	NP_057129.2	XP_534469.2	XP_023106825.1	XP_007087095.1	XP_026902375.1
5	5	0.7859999999999999	NP_009162.1	XP_549207.2	XP_011277751.1	XP_007087270.1	XP_014918347.2
5	5	0.8320000000000001	NP_569157.2	XP_852395.1	XP_003994451.1	XP_007087254.2	XP_014938444.2
5	5	0.769	XP_005269439.1	XP_005637773.1	XP_011285861.1	XP_007087253.1	XP_014938452.1
5	5	0.775	NP_005436.1	XP_851818.2	XP_003994453.1	XP_007087251.1	XP_026918836.1
5	5	0.685	NP_665813.1	XP_541431.3	XP_011287910.1	XP_007087215.1	XP_026893181.1
5	5	0.767	NP_001004717.1	XP_003435070.1	XP_003987410.1	XP_007087547.1	XP_014921841.1
5	5	0.794	NP_443191.1	XP_852341.3	XP_011284721.1	XP_007074112.1	XP_014929519.1
5	5	0.765	NP_036510.1	XP_546435.4	XP_019667032.1	XP_007074110.1	XP_014929524.1
5	5	0.7859999999999999	NP_064539.1	XP_005638245.1	XP_003987354.1	XP_007087539.1	XP_014921830.2
5	5	0.7759999999999999	NP_057538.1	XP_535416.1	XP_003987356.1	XP_007087535.1	XP_014921909.1
5	5	0.778	NP_055127.2	XP_546428.2	XP_003992578.1	XP_007074116.1	XP_014929570.1
5	5	0.7829999999999999	NP_061118.1	XP_849017.2	XP_003987358.1	XP_007087534.1	XP_014921912.1
5	5	0.685	NP_115910.1	XP_543050.4	XP_023106878.1	XP_007078099.1	XP_026902445.1
5	5	0.7909999999999999	NP_057300.2	XP_852077.1	XP_011284439.1	XP_007087516.1	XP_014929685.2
5	5	0.7170000000000001	NP_001356054.1	XP_022259586.1	XP_019681595.1	XP_007087618.1	XP_026907123.1
5	5	0.7829999999999999	NP_543147.2	XP_005629741.1	XP_003983276.1	XP_007087616.1	XP_026907120.1
5	5	0.732	NP_005422.1	XP_532771.3	XP_011278924.1	XP_007087605.2	XP_026907108.1
5	5	0.7809999999999999	NP_066363.1	XP_534452.3	XP_023106887.1	XP_007078079.1	XP_026902518.1
5	5	0.782	NP_004926.1	XP_005629809.1	XP_003983270.1	XP_007087580.1	XP_026906999.1
5	5	0.794	NP_004180.1	XP_005634531.1	XP_003992117.1	XP_007087515.1	XP_014929851.2
5	5	0.605	NP_056475.1	XP_003432107.1	XP_003983285.2	XP_007087567.1	XP_014927815.1
5	5	0.7559999999999999	NP_996662.1	XP_853149.1	XP_003992197.1	XP_007087418.1	XP_014923981.1
5	5	0.444	NP_001013765.2	XP_852701.1	XP_003992548.1	XP_007074094.1	XP_014929546.1
5	5	0.698	NP_536799.1	XP_013961991.1	XP_003992183.1	XP_007087423.1	XP_026917680.1
5	5	0.718	NP_005668.2	XP_863371.1	XP_003992181.1	XP_007087422.1	XP_026917679.1
5	5	0.759	NP_001005276.1	XP_003434814.1	XP_003998557.1	XP_007074091.1	XP_014934807.2
5	5	0.785	NP_115545.3	XP_003639872.1	XP_003992167.1	XP_007087451.1	XP_014941057.1
5	5	0.838	NP_071449.1	NP_001008718.1	XP_023102198.1	XP_007087403.1	XP_026898749.1
5	5	0.7559999999999999	NP_001030013.1	XP_005621560.1	XP_003998877.3	XP_007087401.1	XP_026898963.1
5	5	0.8590000000000001	NP_060745.3	XP_849734.1	XP_011288702.2	XP_007074087.1	XP_026897931.1
5	5	0.863	NP_057725.1	XP_536954.2	XP_003998846.1	XP_007087400.1	XP_026898955.1
5	5	0.759	NP_689955.1	XP_013969701.1	XP_023102815.1	XP_007074086.1	XP_026897930.1
5	5	0.79	NP_005621.2	NP_001011558.1	XP_023116315.1	XP_007087512.1	XP_026917612.1
5	5	0.794	NP_009139.1	XP_003639871.1	XP_003992173.1	XP_007087506.1	XP_014923939.2
5	5	0.7809999999999999	NP_057453.1	XP_534274.2	XP_003992115.1	XP_007087483.1	XP_014929842.2
5	5	0.779	NP_001177725.1	XP_005634528.1	XP_003992119.1	XP_007087480.1	XP_014929743.1
5	5	0.7859999999999999	NP_001002917.1	XP_013968724.1	XP_011278114.1	XP_007074102.1	XP_014929534.1
5	5	0.773	NP_871626.1	XP_542792.3	XP_003992147.1	XP_007087471.1	XP_014941262.1
5	5	0.79	NP_077025.2	XP_534340.4	XP_011279261.1	XP_007086866.1	XP_014935122.1
5	5	0.59	NP_005985.3	XP_022278965.1	XP_023100352.1	XP_007086856.1	XP_026890082.1
5	5	0.768	NP_060015.1	XP_542897.2	XP_003983819.1	XP_007086884.1	XP_014929349.1
5	5	0.775	NP_006371.2	XP_537708.2	XP_023100526.1	XP_007086820.1	XP_014933941.1
5	5	0.7040000000000001	NP_859058.2	XP_022279626.1	XP_003996655.1	XP_007086819.1	XP_014933943.2
5	5	0.777	NP_872375.2	XP_548237.3	XP_011287405.1	XP_007086796.1	XP_014943908.1
5	5	0.7709999999999999	NP_060619.4	XP_548236.1	XP_003996672.1	XP_007086795.1	XP_014943907.2
5	5	0.747	NP_783165.1	XP_548206.2	XP_003996735.1	XP_007086837.1	XP_026889923.1
5	5	0.631	NP_004636.1	XP_537686.2	XP_003996700.1	XP_007086841.1	XP_026889987.1
5	5	0.696	NP_001005214.2	XP_545788.2	XP_003999583.1	XP_007078170.1	XP_014917144.2
5	5	0.7070000000000001	NP_003777.2	XP_005624731.1	XP_023099229.1	XP_007086835.1	XP_014940425.2
5	5	0.444	NP_002695.1	NP_001165243.2	XP_003985378.1	XP_007087004.1	XP_014935413.1
5	5	0.799	NP_006824.2	XP_536866.3	XP_003998520.2	XP_007074027.1	XP_014941196.2
5	5	0.7490000000000001	NP_001125.1	NP_001003027.1	XP_003985337.1	XP_007087001.1	XP_014935836.1
5	5	0.773	NP_000779.1	XP_539307.2	XP_003985344.1	XP_007086989.1	XP_014937387.1
5	5	0.774	NP_055776.1	XP_532400.3	XP_003985348.2	XP_007086987.1	XP_014937381.1
5	5	0.47600000000000003	NP_057603.1	XP_539304.3	XP_023109171.1	XP_007087030.1	XP_026920218.1
5	5	0.7859999999999999	NP_071496.1	XP_013969604.1	XP_023102786.1	XP_007074042.1	XP_026897717.1
5	5	0.9229999999999999	NP_005609.3	XP_005627852.1	XP_023110399.1	XP_007087062.1	XP_026912219.1
5	5	0.5579999999999999	NP_001176.1	NP_001274074.1	XP_006942027.2	XP_007074030.2	XP_014934842.1
5	5	0.7959999999999999	NP_057436.2	XP_005628438.1	XP_003983100.2	XP_007078156.1	XP_014926541.2
5	5	0.7829999999999999	NP_002784.1	XP_532275.2	XP_003986764.1	XP_007087054.1	XP_026912208.1
5	5	0.40700000000000003	NP_001289699.1	NP_001003086.1	XP_003985389.1	XP_007087025.1	XP_014929942.2
5	5	0.732	NP_004253.1	XP_022282234.1	XP_023109178.1	XP_007087017.1	XP_026920126.1
5	5	0.79	NP_981932.1	XP_861993.2	XP_003986690.1	XP_007086949.1	XP_014929179.1
5	5	0.7909999999999999	NP_942590.1	XP_541148.2	XP_003986689.1	XP_007086947.1	XP_014940917.1
5	5	0.8340000000000001	NP_861974.1	NP_001191267.1	XP_006927616.3	XP_007086930.1	XP_014932158.2
5	5	0.778	XP_005272099.2	XP_005626394.1	XP_023110191.1	XP_007086897.1	XP_026932658.1
5	5	0.61	NP_997243.2	XP_022280492.1	XP_023110262.1	XP_007086954.1	XP_026912458.1
5	5	0.546	NP_001004323.1	XP_850637.1	XP_003998530.1	XP_007073995.1	XP_014941200.1
5	5	0.8059999999999999	NP_004698.3	XP_531866.2	XP_006927598.2	XP_007086892.1	XP_014932169.2
5	5	0.7809999999999999	NP_001191.1	XP_534351.2	XP_003983818.1	XP_007086885.1	XP_026925396.1
5	5	0.779	NP_065101.1	XP_013974316.1	XP_003985349.1	XP_007086983.1	XP_014937385.1
5	5	0.747	NP_653247.1	XP_532398.2	XP_003985350.1	XP_007086982.1	XP_014937386.1
5	5	0.779	NP_005907.3	XP_849809.1	XP_006942029.1	XP_007074018.1	XP_014941192.2
5	5	0.802	NP_001239203.2	XP_022282761.1	XP_003985359.1	XP_007086967.1	XP_014929983.1
5	5	0.754	NP_001004758.1	XP_003433010.1	XP_003992845.1	XP_007089412.1	XP_014917697.1
5	5	0.7929999999999999	NP_000397.1	NP_001003121.1	NP_001274157.1	XP_007086964.1	XP_014929990.1
5	5	0.789	NP_001010874.2	XP_532387.1	XP_003985400.1	XP_007086960.1	XP_014938945.1
5	5	0.7929999999999999	NP_065755.1	XP_849003.1	XP_003983088.1	XP_007078164.1	XP_026931245.1
5	5	0.797	NP_624311.1	NP_001273921.1	XP_003986685.1	XP_007086955.1	XP_026912457.1
5	5	0.753	NP_064552.3	XP_546288.1	XP_003981527.3	XP_007077627.2	XP_014919447.1
5	5	0.753	NP_001004760.2	XP_003639840.1	XP_023095484.1	XP_007092307.1	XP_014917599.1
5	5	0.738	NP_001004756.2	XP_542379.1	XP_003992933.2	XP_007092305.1	XP_014917597.2
5	5	0.713	NP_149420.4	XP_853036.2	XP_003992909.1	XP_007092288.1	XP_014917670.1
5	5	0.46799999999999997	NP_659490.4	XP_003433072.1	XP_003992943.1	XP_007092273.1	XP_014917653.1
5	5	0.6759999999999999	NP_037390.2	XP_013969836.1	XP_003998682.1	XP_007092244.1	XP_014932331.1
5	5	0.778	NP_005872.2	XP_536903.3	XP_003998686.1	XP_007092239.1	XP_026907351.1
5	5	0.7859999999999999	NP_076869.1	XP_005621301.1	XP_003998687.1	XP_007092238.1	XP_014932399.1
5	5	0.882	NP_689501.1	XP_849021.1	XP_003998694.1	XP_007092230.1	XP_026907456.1
5	5	0.792	NP_849158.2	XP_005620227.1	XP_006939982.1	XP_007092357.1	XP_026903171.1
5	5	0.698	NP_001073927.1	XP_852353.1	XP_019694681.2	XP_007074719.1	XP_026911249.1
5	5	0.777	NP_002064.1	XP_848605.1	XP_023097316.1	XP_007092361.1	XP_026899926.1
5	5	0.6829999999999999	NP_067016.3	XP_545535.1	XP_011283701.1	XP_007074718.1	XP_026911243.1
5	5	0.622	NP_036584.1	XP_005620234.1	XP_023099784.1	XP_007092359.1	XP_026903341.1
5	5	0.789	NP_060489.1	XP_851901.1	XP_011287116.1	XP_007092356.1	XP_026903423.1
5	5	0.773	NP_003867.1	XP_536671.2	XP_003996403.1	XP_007092352.1	XP_014935086.2
5	5	0.762	NP_068798.1	XP_005641557.1	XP_004000685.1	XP_007092340.1	XP_014943399.1
5	5	0.778	NP_569713.2	XP_545220.3	XP_003991921.1	XP_007077626.1	XP_014919075.1
5	5	0.772	NP_001004728.1	XP_003639714.1	XP_003993457.2	XP_007092107.1	XP_014930987.2
5	5	0.325	NP_078943.1	XP_534655.2	XP_023097124.1	XP_007092184.1	XP_026900090.1
5	5	0.7859999999999999	NP_001914.3	XP_533275.2	XP_003993471.2	XP_007092182.1	XP_026901159.1
5	5	0.82	NP_619634.1	XP_533244.2	XP_011285355.2	XP_007092155.1	XP_026901096.1
5	5	0.47700000000000004	NP_570969.2	XP_005619312.1	XP_003981397.2	XP_007077651.1	XP_014919445.1
5	5	0.7759999999999999	NP_005537.3	XP_546277.3	XP_023115946.1	XP_007077652.1	XP_014919444.1
5	5	0.895	NP_001658.2	XP_540874.2	XP_003993626.1	XP_007092139.1	XP_026901679.1
5	5	0.882	NP_997223.1	XP_540829.2	XP_003993729.1	XP_007092118.1	XP_014923453.2
5	5	0.895	NP_055393.1	XP_854676.3	XP_006937671.2	XP_007092111.1	XP_026901098.1
5	5	0.779	NP_001004708.1	XP_022260819.1	XP_003993521.1	XP_007092106.1	XP_014930986.1
5	5	0.769	NP_001004705.1	XP_852173.1	XP_003993458.1	XP_007092105.1	XP_014930985.2
5	5	0.7929999999999999	NP_001004711.1	XP_540567.3	XP_003993460.1	XP_007092104.1	XP_014930983.1
5	5	0.726	NP_065726.1	XP_545510.3	XP_003990883.1	XP_007074672.1	XP_014922416.1
5	5	0.7829999999999999	NP_001092757.2	XP_005619309.1	XP_023115924.1	XP_007077654.1	XP_026933619.1
5	5	0.8079999999999999	NP_002547.1	XP_013976365.1	XP_003993462.2	XP_007092102.1	XP_026901666.1
5	5	0.7809999999999999	NP_689929.2	XP_852101.1	XP_003993463.1	XP_007092101.1	XP_026901594.1
5	5	0.765	NP_001005324.1	XP_540564.3	XP_019668008.1	XP_007092100.1	XP_026901418.1
5	5	0.871	NP_004756.2	XP_536901.1	XP_023102201.1	XP_007092225.1	XP_014932354.1
5	5	0.5710000000000001	NP_853637.2	XP_005638876.1	XP_006935994.1	XP_007092205.1	XP_014930893.1
5	5	0.711	NP_787053.1	XP_005638875.1	XP_003991531.1	XP_007092204.1	XP_014930894.2
5	5	0.605	NP_001053.2	XP_855361.1	XP_003993525.1	XP_007092197.1	XP_014930980.1
5	5	0.772	NP_002785.1	XP_532564.3	XP_003989900.1	XP_007092522.1	XP_014925782.1
5	5	0.568	NP_112570.2	XP_013974720.1	XP_006934641.2	XP_007092541.1	XP_014925798.1
5	5	0.769	NP_001011516.1	XP_535660.1	XP_011280092.1	XP_007074734.1	XP_026916798.1
5	5	0.785	NP_443073.1	XP_003638984.1	XP_003989869.1	XP_007092480.1	XP_014925740.1
5	5	0.732	NP_078798.2	XP_013965457.1	XP_023114167.1	XP_007092568.1	XP_026915639.1
5	5	0.7859999999999999	NP_078871.1	XP_849177.1	XP_023114275.1	XP_007092561.1	XP_026915402.1
5	5	0.7190000000000001	NP_110399.2	XP_005628978.1	XP_004001518.1	XP_007092560.1	XP_014925816.1
5	5	0.782	NP_057121.2	XP_532552.1	XP_003989928.1	XP_007092556.1	XP_014925814.1
5	5	0.7759999999999999	NP_006793.1	XP_532553.2	XP_011283022.1	XP_007092554.1	XP_014925812.1
5	5	0.885	NP_001222.3	XP_850097.1	XP_011289411.1	XP_007092442.1	XP_026904328.1
5	5	0.784	NP_061092.3	XP_545224.2	XP_004001528.2	XP_007077619.1	XP_014919070.2
5	5	0.7659999999999999	NP_001078916.1	XP_013966269.1	XP_011283631.1	XP_007074728.1	XP_014941476.2
5	5	0.831	NP_006753.1	XP_005617741.1	XP_006934570.1	XP_007092445.1	XP_026915662.1
5	5	0.773	NP_002848.1	XP_536130.2	XP_003999637.1	XP_007092430.1	XP_014931691.1
5	5	0.823	NP_443077.1	XP_543436.1	XP_003994967.1	XP_007092414.1	XP_026899861.1
5	5	0.7759999999999999	NP_061181.1	XP_543442.3	XP_023097280.1	XP_007092391.2	XP_014931366.2
5	5	0.7	NP_001345593.1	XP_543530.1	XP_003994895.2	XP_007092377.1	XP_014933095.1
5	5	0.7959999999999999	NP_000844.2	XP_534751.3	XP_003994894.4	XP_007092375.1	XP_014933094.2
5	5	0.779	NP_003748.1	XP_535328.3	XP_006934595.1	XP_007092475.1	XP_014936088.1
5	5	0.8740000000000001	NP_006550.1	XP_013965385.1	XP_011283056.1	XP_007092466.1	XP_026915601.1
5	5	0.9	NP_004385.1	XP_849018.1	XP_003981593.1	XP_007091764.1	XP_026930116.1
5	5	0.5479999999999999	NP_062545.1	NP_001138977.1	XP_003981606.1	XP_007091762.1	XP_014923530.1
5	5	0.775	NP_036205.1	XP_013965795.1	XP_003981604.1	XP_007091761.1	XP_026930019.1
5	5	0.405	NP_055204.4	XP_536612.4	XP_023099327.1	XP_007091737.2	XP_026903051.1
5	5	0.841	NP_000928.1	XP_857844.3	XP_023099375.1	XP_007091718.1	XP_026903608.1
5	5	0.868	NP_008873.1	XP_003434661.1	XP_003996228.1	XP_007091716.1	XP_026903156.1
5	5	0.767	NP_954584.2	XP_535794.3	XP_006928172.1	XP_007091766.1	XP_026930026.1
5	5	0.8240000000000001	NP_004723.2	XP_546601.3	XP_003996236.1	XP_007091709.1	XP_026903361.1
5	5	0.698	NP_005013.1	XP_005619977.3	XP_023099194.1	XP_007091696.1	XP_026903468.1
5	5	0.8959999999999999	NP_963860.1	XP_849442.1	XP_003996205.1	XP_007091691.2	XP_026903080.1
5	5	0.8	NP_689979.1	XP_849693.2	XP_003996218.1	XP_007091683.1	XP_014924895.2
5	5	0.775	NP_000804.1	XP_013968515.1	XP_011283950.1	XP_007077688.1	XP_026889517.1
5	5	0.772	NP_060711.2	XP_532683.3	XP_003985009.2	XP_007091815.1	XP_014937010.1
5	5	0.784	NP_612373.2	XP_532684.2	XP_003985008.2	XP_007091814.1	XP_014937001.2
5	5	0.7170000000000001	NP_660348.2	XP_013967149.1	XP_023104573.1	XP_007091807.2	XP_014923018.1
5	5	0.85	NP_003792.1	XP_532350.3	XP_023104040.1	XP_007091621.1	XP_026919440.1
5	5	0.777	NP_002878.2	XP_853102.1	XP_003981378.1	XP_007077700.1	XP_014921252.1
